ticket_id,text,label,split
SMP_train_00123,你喜欢听什么歌曲,chat,train
SMP_train_00124,你开什么车,chat,train
SMP_train_00125,这是啥,chat,train
SMP_train_00126,能告诉我你的性别么,chat,train
SMP_train_00127,你端午节放假么,chat,train
SMP_train_00128,笨笨真的会聊天吗,chat,train
SMP_train_00129,我觉得什么,chat,train
SMP_train_00130,你和小冰有什么不一样,chat,train
SMP_train_00131,怎么调用QA,chat,train
SMP_train_00132,你说啥了,chat,train
SMP_train_00133,那我长什么样,chat,train
SMP_train_00134,你早上几点钟起床,chat,train
SMP_train_00135,你说啥呢好恶心,chat,train
SMP_train_00136,为什么你是机器人,chat,train
SMP_train_00137,你是微软小冰吗,chat,train
SMP_train_00138,你认识微软小冰吗,chat,train
SMP_train_00139,有啥好吃,chat,train
SMP_train_00140,怀化吃什么,chat,train
SMP_train_00141,林芝吃什么,chat,train
SMP_train_00142,喜欢男孩还是女孩,chat,train
SMP_train_00143,我看你还是不太行,chat,train
SMP_train_00144,干嘛去,chat,train
SMP_train_00145,谁跟你说没对象了,chat,train
SMP_train_00146,你喜欢吸毒吗,chat,train
SMP_train_00147,哪去,chat,train
SMP_train_00148,那你梦想是什么呢,chat,train
SMP_train_00149,什么跌了,chat,train
SMP_train_00150,什么新闻呢,chat,train
SMP_train_00151,我不确定具体啥时间去呢,chat,train
SMP_train_00152,你听说过这句名言吗,chat,train
SMP_train_00153,你们什么搞笑剧,chat,train
SMP_train_00154,出来约炮吗,chat,train
SMP_train_00155,你认识xx吗,chat,train
SMP_train_00156,你是不是爱上别人了,chat,train
SMP_train_00157,不怕啥,chat,train
SMP_train_00158,必须你说一句我说一句吗,chat,train
SMP_train_00159,你什么时候死,chat,train
SMP_train_00160,你这答复逻辑也是没谁了,chat,train
SMP_train_00161,这个新闻有意思吗,chat,train
SMP_train_00162,你读几年级了,chat,train
SMP_train_00163,你想他干嘛,chat,train
SMP_train_00164,准备好了吗？,chat,train
SMP_train_00165,笨笨为什么不叫聪聪,chat,train
SMP_train_00166,你去过赌场吗,chat,train
SMP_train_00167,这么有趣啊,chat,train
SMP_train_00168,你认识徐俊吗,chat,train
SMP_train_00169,哪里,chat,train
SMP_train_00170,海尔滨现在几度！,chat,train
SMP_train_00171,妈妈说了什么,chat,train
SMP_train_00172,你能识别语音吗,chat,train
SMP_train_00173,从哪回来,chat,train
SMP_train_00174,结婚了吗,chat,train
SMP_train_00175,谁在和你对话,chat,train
SMP_train_00176,你妹叫傻傻么,chat,train
SMP_train_00177,刘一佳是谁,chat,train
SMP_train_00178,王石的事你怎么看,chat,train
SMP_train_00179,巩捷甫是谁,chat,train
SMP_train_00180,要回应的这么贱么,chat,train
SMP_train_00181,我上课骂了学生怎么办,chat,train
SMP_train_00182,万里鹏是谁,chat,train
SMP_train_00183,我问你怎么走,chat,train
SMP_train_00184,是说我好吗我逗你玩儿,chat,train
SMP_train_00185,李亚丽的工作是什么,chat,train
SMP_train_00186,怎么看见的不可能,chat,train
SMP_train_00187,问问你做什么呢,chat,train
SMP_train_00188,我国是谁,chat,train
SMP_train_00189,管我什么事,chat,train
SMP_train_00190,长者也在吗,chat,train
SMP_train_00191,不多不要紧都会什么,chat,train
SMP_train_00192,宝宝你不是很小吗,chat,train
SMP_train_00193,你是不是看不懂啊,chat,train
SMP_train_00194,你在什么地方,chat,train
SMP_train_00195,白天干什么,chat,train
SMP_train_00196,午饭怎么办,chat,train
SMP_train_00197,谁美,chat,train
SMP_train_00198,你不喜欢哪个颜色,chat,train
SMP_train_00199,谁告你我的名字的,chat,train
SMP_train_00200,你有喜欢的人吗,chat,train
SMP_train_00201,你告诉我为什么,chat,train
SMP_train_00202,你也是什么,chat,train
SMP_train_00203,孔宁是不是傻逼,chat,train
SMP_train_00204,单个词是什么情况,chat,train
SMP_train_00205,是不是只要我说话你就说话,chat,train
SMP_train_00206,为什么欺负你,chat,train
SMP_train_00207,你再给我推荐几本书,chat,train
SMP_train_00208,爸爸妈妈你最喜欢谁,chat,train
SMP_train_00209,绿色的啥,chat,train
SMP_train_00210,怎么教你变聪明,chat,train
SMP_train_00211,为什么要想你,chat,train
SMP_train_00212,企鹅啥,chat,train
SMP_train_00213,有什么用呢,chat,train
SMP_train_00214,谁骂你,chat,train
SMP_train_00215,什么评论呀,chat,train
SMP_train_00216,什么理由,chat,train
SMP_train_00217,你知道我的名字吗,chat,train
SMP_train_00218,但还是很差,chat,train
SMP_train_00219,你明白什么,chat,train
SMP_train_00220,蛋糕好吃吗,chat,train
SMP_train_00221,你们好吗,chat,train
SMP_train_00222,你知道我几岁,chat,train
SMP_train_00223,你学什么的？,chat,train
SMP_train_00224,你是讲故事呢吗你是报幕呢吧,chat,train
SMP_train_00225,你是什么意思呀,chat,train
SMP_train_00226,现在在哪,chat,train
SMP_train_00227,谁写的你,chat,train
SMP_train_00228,知道么,chat,train
SMP_train_00229,哎，你还是没有上下文啊,chat,train
SMP_train_00230,汪意发是谁,chat,train
SMP_train_00231,你现在在哪,chat,train
SMP_train_00232,你的性格怎么样,chat,train
SMP_train_00233,你认识我吗,chat,train
SMP_train_00234,你认识siri吗,chat,train
SMP_train_00235,哪里找小姐,chat,train
SMP_train_00236,我去烟台有高铁吗,chat,train
SMP_train_00237,诗中共出现了几种颜色,chat,train
SMP_train_00238,你是医生吗,chat,train
SMP_train_00239,谁傻,chat,train
SMP_train_00240,你谈过吗,chat,train
SMP_train_00241,有什么好听的歌,chat,train
SMP_train_00242,你有什么梦想啊,chat,train
SMP_train_00243,太阳像个什么,chat,train
SMP_train_00244,微信是干啥的,chat,train
SMP_train_00245,你认识微软小冰么,chat,train
SMP_train_00246,跳的人我想要了吗,chat,train
SMP_train_00247,你有几个小妹妹,chat,train
SMP_train_00248,买几瓶,chat,train
SMP_train_00249,你有压力吗,chat,train
SMP_train_00250,你只会说这些吗,chat,train
SMP_train_00251,说说吗,chat,train
SMP_train_00252,你能分析上下文吗,chat,train
SMP_train_00253,什么零食,chat,train
SMP_train_00254,什么是色,chat,train
SMP_train_00255,哪个倒霉孩子给你起这个名儿,chat,train
SMP_train_00256,你会下象棋吗,chat,train
SMP_train_00257,你是好人吗,chat,train
SMP_train_00258,你除了喜欢我害羞的样子还喜欢我的什么呢,chat,train
SMP_train_00259,今天天气怎么,chat,train
SMP_train_00260,怎么不懂讲晚安呢,chat,train
SMP_train_00261,怎么操作,chat,train
SMP_train_00262,青蛙在做什么,chat,train
SMP_train_00263,再问一遍谁是最美的人,chat,train
SMP_train_00264,你不下去么,chat,train
SMP_train_00265,你就是你为什么会打字儿啊,chat,train
SMP_train_00266,啥时候长大啊,chat,train
SMP_train_00267,如果遇见狼呢小马还会让狼上车吗,chat,train
SMP_train_00268,天气怎么样,chat,train
SMP_train_00269,你好像没理解我我真的在倒时差有什么可以让我睡觉的方法么,chat,train
SMP_train_00270,你可以二十四小时陪我聊天吗,chat,train
SMP_train_00271,嗯我帮你啥,chat,train
SMP_train_00272,小雨像什么,chat,train
SMP_train_00273,你是男是女还是人妖,chat,train
SMP_train_00274,刚才你说你叫啥来着,chat,train
SMP_train_00275,你不是人吧我怎么觉得你是人呢,chat,train
SMP_train_00276,宝宝你这是在卖萌吗,chat,train
SMP_train_00277,还能聊点啥呢,chat,train
SMP_train_00278,哪里可爱了,chat,train
SMP_train_00279,色情暴力吗,chat,train
SMP_train_00280,怎么教你,chat,train
SMP_train_00281,你哪人啊,chat,train
SMP_train_00282,麻辣串应该是四川的吧不是哈尔滨的哈尔滨应该吃的是不胖葫芦吧对不对还是北京啊,chat,train
SMP_train_00283,嗨吃晚饭了吗,chat,train
SMP_train_00284,你有妹子吗,chat,train
SMP_train_00285,要怎么打你,chat,train
SMP_train_00286,哈哈哈干什么也想你到底是不是本,chat,train
SMP_train_00287,你平时吃什么,chat,train
SMP_train_00288,是不是有点长,chat,train
SMP_train_00289,can you speak English?,chat,train
SMP_train_00290,张思文是不是大美女,chat,train
SMP_train_00291,你好女儿这几天有空整理了一下日本她想去的地方麻烦看一下去这些地方大约几天是否可行报价多少非常感谢,chat,train
SMP_train_00292,水里有什么,chat,train
SMP_train_00293,汪进祥怎么样,chat,train
SMP_train_00294,这么夸张,chat,train
SMP_train_00295,爱我什么,chat,train
SMP_train_00296,我说什么,chat,train
SMP_train_00297,基哥喜欢我咋办,chat,train
SMP_train_00298,你喜欢有钱人吗,chat,train
SMP_train_00299,雨点怎么样,chat,train
SMP_train_00300,你知道谁是谢志伟吗,chat,train
SMP_train_00301,你会唱歌吗来一首,chat,train
SMP_train_00302,你早上一般几点起床,chat,train
SMP_train_00303,怎么这么多鸡汤,chat,train
SMP_train_00304,笨笨生气了吗,chat,train
SMP_train_00305,你爱吃吗,chat,train
SMP_train_00306,你叫什么啊,chat,train
SMP_train_00307,你知道水吗,chat,train
SMP_train_00308,我没去哪儿啊,chat,train
SMP_train_00309,我是你什么人,chat,train
SMP_train_00310,你家人有谁,chat,train
SMP_train_00311,喝酒吗,chat,train
SMP_train_00312,笨笨我不喜欢你这个名字你可以给自己换一个么,chat,train
SMP_train_00313,想去哪,chat,train
SMP_train_00314,小笨近来好吗,chat,train
SMP_train_00315,我美么,chat,train
SMP_train_00316,我说不怎么喜欢吃辣的,chat,train
SMP_train_00317,鸵鸟第一件宝贝是什么,chat,train
SMP_train_00318,我给你打电话行吗,chat,train
SMP_train_00319,这么严肃的事为什么好笑呢,chat,train
SMP_train_00320,768的女朋友是谁,chat,train
SMP_train_00321,可是我不喜欢你了两个亿你你一点也不忙啥子,chat,train
SMP_train_00322,天空什么颜色,chat,train
SMP_train_00323,我女儿想去哪里,chat,train
SMP_train_00324,我也是总是困怎么办,chat,train
SMP_train_00325,谁为含愁独不见,chat,train
SMP_train_00326,你父母是谁,chat,train
SMP_train_00327,提是谁,chat,train
SMP_train_00328,你知道什么的什么是什么吗,chat,train
SMP_train_00329,你的啥啊,chat,train
SMP_train_00330,男朋友总借钱怎么办,chat,train
SMP_train_00331,你为什么这么开心,chat,train
SMP_train_00332,陈楠帅吗,chat,train
SMP_train_00333,你这么厉害呀,chat,train
SMP_train_00334,蒋能能是谁,chat,train
SMP_train_00335,什么太美了,chat,train
SMP_train_00336,哪个饭店好吃,chat,train
SMP_train_00337,明天想吃啥呀,chat,train
SMP_train_00338,你能干嘛？,chat,train
SMP_train_00339,什么东西,chat,train
SMP_train_00340,你希望我分手吗,chat,train
SMP_train_00341,在哪里出门右转,chat,train
SMP_train_00342,你忍心吗,chat,train
SMP_train_00343,干嘛好,chat,train
SMP_train_00344,直接点什么时候找到对的他,chat,train
SMP_train_00345,笨笨你看过片吗,chat,train
SMP_train_00346,这么聪明,chat,train
SMP_train_00347,你会唱歌么,chat,train
SMP_train_00348,不这样称呼你怎么样呢,chat,train
SMP_train_00349,你是巧妇还是米,chat,train
SMP_train_00350,一年和吗,chat,train
SMP_train_00351,能安慰安慰我吗,chat,train
SMP_train_00352,完了你和多了你在哪里自己都不知道咯,chat,train
SMP_train_00353,吃完饭之后干什么,chat,train
SMP_train_00354,是谁开发了你,chat,train
SMP_train_00355,爱什么,chat,train
SMP_train_00356,你都能回答我什么问题,chat,train
SMP_train_00357,多少钱,chat,train
SMP_train_00358,你包邮吗,chat,train
SMP_train_00359,你认识裘实么,chat,train
SMP_train_00360,你会喝酒吗？,chat,train
SMP_train_00361,你猜我几岁了,chat,train
SMP_train_00362,你竟然还知道什么是骂人,chat,train
SMP_train_00363,你愿意做娟的女朋友吗,chat,train
SMP_train_00364,你喜欢吃什么呢,chat,train
SMP_train_00365,你来自哪个星球,chat,train
SMP_train_00366,我前任男朋友你猜是什么职业,chat,train
SMP_train_00367,你知道叶哲是谁吗,chat,train
SMP_train_00368,你什么时候去北京,chat,train
SMP_train_00369,人们夸奖谁,chat,train
SMP_train_00370,你有牙吗,chat,train
SMP_train_00371,漂亮和丑你是哪个,chat,train
SMP_train_00372,你在哪里上学啊,chat,train
SMP_train_00373,还是笨笨的,chat,train
SMP_train_00374,你的好朋友是谁,chat,train
SMP_train_00375,笨笨谁设计了你,chat,train
SMP_train_00376,我说的倒数第三句话是什么,chat,train
SMP_train_00377,秋娃娃写信给谁,chat,train
SMP_train_00378,我在韩国你在哪里,chat,train
SMP_train_00379,谁的尾巴短短的,chat,train
SMP_train_00380,你能干什么啊,chat,train
SMP_train_00381,我人品好吗,chat,train
SMP_train_00382,你是不是呆萌啊,chat,train
SMP_train_00383,唱一下你是谁,chat,train
SMP_train_00384,那你想当男生还是想当女生,chat,train
SMP_train_00385,聊些什么呢,chat,train
SMP_train_00386,你咋知道,chat,train
SMP_train_00387,叫你笨笨你敢答应么,chat,train
SMP_train_00388,你知道北京他们吗,chat,train
SMP_train_00389,你都不知道几点,chat,train
SMP_train_00390,你是啥啊,chat,train
SMP_train_00391,你爸爸好吗,chat,train
SMP_train_00392,这不是你的名字吗😂,chat,train
SMP_train_00393,北京的天气好吗,chat,train
SMP_train_00394,你是不是被我弄疯了,chat,train
SMP_train_00395,你考试挂科怎么办,chat,train
SMP_train_00396,这么任性,chat,train
SMP_train_00397,什么季节,chat,train
SMP_train_00398,这是谁唱的歌？,chat,train
SMP_train_00399,那你现在可以干啥,chat,train
SMP_train_00400,你的父母是谁,chat,train
SMP_train_00401,他教你这么说的呀,chat,train
SMP_train_00402,我可以帮你吗,chat,train
SMP_train_00403,吃药了吗,chat,train
SMP_train_00404,什么时候咱俩见一面吧,chat,train
SMP_train_00405,那是啥,chat,train
SMP_train_00406,会英文吗,chat,train
SMP_train_00407,开车吗坏笑,chat,train
SMP_train_00408,那你怎么提高自己呀,chat,train
SMP_train_00409,你会唱歌吗,chat,train
SMP_train_00410,你玩什么游戏打野,chat,train
SMP_train_00411,那你为什么不修,chat,train
SMP_train_00412,你喜欢玩什么游戏啊,chat,train
SMP_train_00413,多推荐几个吧,chat,train
SMP_train_00414,你怎么知道我不知道,chat,train
SMP_train_00415,在哪吃,chat,train
SMP_train_00416,我在想怎么回去比较好,chat,train
SMP_train_00417,为啥要刷盘子呢,chat,train
SMP_train_00418,我在跟你聊天儿吗,chat,train
SMP_train_00419,小燕子要去哪里,chat,train
SMP_train_00420,你研发团队有些谁,chat,train
SMP_train_00421,然后你转了么,chat,train
SMP_train_00422,你孝顺父母吗,chat,train
SMP_train_00423,现在不是这个时候大好吗我的大还有没有什么时光网,chat,train
SMP_train_00424,那你愿意吗,chat,train
SMP_train_00425,你是猪还是牛呀,chat,train
SMP_train_00426,你觉得我美吗,chat,train
SMP_train_00427,你体重超重了吗,chat,train
SMP_train_00428,是的咯还是笨笨最好,chat,train
SMP_train_00429,你有男朋友吗,chat,train
SMP_train_00430,恐龙用尾巴干什么,chat,train
SMP_train_00431,你爱玩吗那我也不要听你话了吗,chat,train
SMP_train_00432,对了吗,chat,train
SMP_train_00433,和配么,chat,train
SMP_train_00434,这是啥啊,chat,train
SMP_train_00435,聊不下去了怎么办,chat,train
SMP_train_00436,丰田车在哪里生产的？,chat,train
SMP_train_00437,那你教我怎么搭讪好了,chat,train
SMP_train_00438,你家在家还是如家,chat,train
SMP_train_00439,唠什么,chat,train
SMP_train_00440,还是想知道你能做些什么,chat,train
SMP_train_00441,你可以做什么,chat,train
SMP_train_00442,学什么,chat,train
SMP_train_00443,丁效是谁,chat,train
SMP_train_00444,你喜欢什么类型的女人,chat,train
SMP_train_00445,吃啥药,chat,train
SMP_train_00446,你说啥呢,chat,train
SMP_train_00447,为什么睡不着,chat,train
SMP_train_00448,散货演绎的作者是谁？,chat,train
SMP_train_00449,你有伙伴吗,chat,train
SMP_train_00450,一晚多少钱,chat,train
SMP_train_00451,哈喽好久不见你开心吗,chat,train
SMP_train_00452,你需要吃东西吗,chat,train
SMP_train_00453,哪里哪里,chat,train
SMP_train_00454,沈阳吃什么除了粘豆包烤冷面焖子沈阳吃什么除了粘豆包烤冷面焖子,chat,train
SMP_train_00455,找你干什么,chat,train
SMP_train_00456,你怎么不害羞呀,chat,train
SMP_train_00457,你有什么特长,chat,train
SMP_train_00458,你喜欢老师吗,chat,train
SMP_train_00459,叶哲是你的谁,chat,train
SMP_train_00460,你喜欢吃便便吗,chat,train
SMP_train_00461,我帮妈妈洗什么,chat,train
SMP_train_00462,为什么要请你,chat,train
SMP_train_00463,我是学渣吗,chat,train
SMP_train_00464,你出生在哪,chat,train
SMP_train_00465,那那个什么你真是好可爱的小猫呀,chat,train
SMP_train_00466,男人好吗,chat,train
SMP_train_00467,你会查火车票么,chat,train
SMP_train_00468,你为啥叫笨笨,chat,train
SMP_train_00469,为什么工数大物学不会,chat,train
SMP_train_00470,那你喜欢做机器人么,chat,train
SMP_train_00471,那是怎么了,chat,train
SMP_train_00472,呲牙你不是说你好聪明吗,chat,train
SMP_train_00473,杜雨萌学姐是谁,chat,train
SMP_train_00474,你是男生还是女生,chat,train
SMP_train_00475,你成长了多少,chat,train
SMP_train_00476,周末去哪玩,chat,train
SMP_train_00477,你啥时候出现的,chat,train
SMP_train_00478,你都会啥啊,chat,train
SMP_train_00479,何超盈是谁,chat,train
SMP_train_00480,你能帮我写作业吗,chat,train
SMP_train_00481,卧槽一个答非所问的AI有什么用,chat,train
SMP_train_00482,不想上班怎么办,chat,train
SMP_train_00483,哦买噶谁开发的你这么猥琐,chat,train
SMP_train_00484,买的什么,chat,train
SMP_train_00485,唉你叫什么名字,chat,train
SMP_train_00486,还要脸吗,chat,train
SMP_train_00487,这个没什么吧,chat,train
SMP_train_00488,什么时候去,chat,train
SMP_train_00489,你知道我喜欢哪个女生吗,chat,train
SMP_train_00490,图灵机器人也不知道是什么耶,chat,train
SMP_train_00491,你是不是中文比较差,chat,train
SMP_train_00492,A是什么,chat,train
SMP_train_00493,还是不用了吧,chat,train
SMP_train_00494,那你最爱的人是谁,chat,train
SMP_train_00495,有体育方面的吗,chat,train
SMP_train_00496,你会做菜吗?,chat,train
SMP_train_00497,哪里有小猫,chat,train
SMP_train_00498,那你是不是很苗条呢,chat,train
SMP_train_00499,谁在雪里跑,chat,train
SMP_train_00500,那我要怎么做,chat,train
SMP_train_00501,哎你好我的梦想是什么,chat,train
SMP_train_00502,能介绍一下吗,chat,train
SMP_train_00503,我咋不知道这事儿呢啊明星啊之心知肚明啥意思,chat,train
SMP_train_00504,哪家店比较有名,chat,train
SMP_train_00505,讲个笑话吗,chat,train
SMP_train_00506,这么装逼,chat,train
SMP_train_00507,笨笨你的底层是基于什么算法啊,chat,train
SMP_train_00508,你知道小宝宝上幼儿园哭吗,chat,train
SMP_train_00509,那你告诉我你几岁才好交朋友,chat,train
SMP_train_00510,我如果说一句什么你才不会回复,chat,train
SMP_train_00511,你是男机器人还是女机器人,chat,train
SMP_train_00512,你怎么知道呢,chat,train
SMP_train_00513,喂喂能听我说话吗,chat,train
SMP_train_00514,为什么夸奖我,chat,train
SMP_train_00515,什么时候开发出来的,chat,train
SMP_train_00516,都有啥啊,chat,train
SMP_train_00517,你能安慰我吗,chat,train
SMP_train_00518,恋爱着东西很玄虚，谁都说不准,chat,train
SMP_train_00519,谁制造的你啊,chat,train
SMP_train_00520,可什么爱我在骂你好吗,chat,train
SMP_train_00521,你萌吗,chat,train
SMP_train_00522,啥叫换手机如换衣服啊,chat,train
SMP_train_00523,很晚了你不睡觉吗,chat,train
SMP_train_00524,你喜欢什么啊,chat,train
SMP_train_00525,室友秀恩爱怎么办,chat,train
SMP_train_00526,你是詹黑吗,chat,train
SMP_train_00527,你认识宫庆红么,chat,train
SMP_train_00528,你是不是啥,chat,train
SMP_train_00529,啥道理,chat,train
SMP_train_00530,孙晓飞是谁,chat,train
SMP_train_00531,哪有雪,chat,train
SMP_train_00532,你出钱吗我没有钱,chat,train
SMP_train_00533,喜欢吃什么,chat,train
SMP_train_00534,大海个小河哪个大,chat,train
SMP_train_00535,嘿干嘛呢,chat,train
SMP_train_00536,小朋友的妈妈是谁,chat,train
SMP_train_00537,出门去年是个这么快呀,chat,train
SMP_train_00538,你爱哈工大吗,chat,train
SMP_train_00539,是我是说你有几个兄弟姐妹不是你自己说,chat,train
SMP_train_00540,为什么叫这个名字,chat,train
SMP_train_00541,这么多回答不了的问题,chat,train
SMP_train_00542,你的性别是什么,chat,train
SMP_train_00543,北京下雨了吗你个蠢蛋,chat,train
SMP_train_00544,小是什么,chat,train
SMP_train_00545,马家沟是个好学校吗,chat,train
SMP_train_00546,干嘛弄疯你啊😌,chat,train
SMP_train_00547,你有绳命吗,chat,train
SMP_train_00548,你好吗你好吗好吗,chat,train
SMP_train_00549,干嘛去？,chat,train
SMP_train_00550,你信什么,chat,train
SMP_train_00551,怎么找女朋友,chat,train
SMP_train_00552,你怎么样会开心,chat,train
SMP_train_00553,谁在买扇子,chat,train
SMP_train_00554,力气大的蚂蚁在干什么,chat,train
SMP_train_00555,西方谁可以谈笑风生,chat,train
SMP_train_00556,你怎么总是失误,chat,train
SMP_train_00557,查询恒光电影院即将上映的电影,cinemas,train
SMP_train_00558,附近电影院。,cinemas,train
SMP_train_00559,我想知道环球影视明天播放什么电影,cinemas,train
SMP_train_00560,查找卢米埃银泰电影院有播放什么好看的电影吗,cinemas,train
SMP_train_00561,热门电影有哪些啊？,cinemas,train
SMP_train_00562,最近在播什么电影？,cinemas,train
SMP_train_00563,有没有新出的电影了。,cinemas,train
SMP_train_00564,苏电影我们都是坏孩子。,cinemas,train
SMP_train_00565,最近的新电影有哪些？,cinemas,train
SMP_train_00566,搜索合肥左岸国际电影城。,cinemas,train
SMP_train_00567,最新的热门电影是什么呀？,cinemas,train
SMP_train_00568,电影院有什么电影？,cinemas,train
SMP_train_00569,搜索一下热门电影。,cinemas,train
SMP_train_00570,最近有什么热门的电影？,cinemas,train
SMP_train_00571,查询众乐电影院最热门的电影,cinemas,train
SMP_train_00572,最近有什么新片子？,cinemas,train
SMP_train_00573,查一查上影电影院即将上映的影片,cinemas,train
SMP_train_00574,哦哦，查一下香港最新上映电影。,cinemas,train
SMP_train_00575,找下最近最热播的电影。,cinemas,train
SMP_train_00576,给我查一下最近在播哪些电影,cinemas,train
